timestamp,score,ganancia_estimada,porcentaje_bajistas,prediccion_futura,ema,rsi,momentum,spread,rf_spike,lstm_spike,visual_spike,ultima_direccion,accion,monto,multiplicador,exito,Q0,Q1,Q2,Q3,ema_diff
2025-06-10 21:47:00,1.16,32.57,96.67,0.9067,18007.186647380124,0.0,-1.0529999999998836,1.0279999999984284,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.0823690766083018
2025-06-10 21:48:00,1.16,32.39,96.67,0.907,18006.12998708917,0.0,-0.9650000000001456,0.955999999998312,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.0566602909530047
2025-06-10 21:49:00,1.1,38.98,93.33,0.8908,18006.502354993576,51.06253794777947,6.727999999999156,7.760000000002037,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,0.3723679044051096
2025-06-10 21:50:00,1.05,45.51,90.0,0.903,18007.556121937847,51.66244336942713,-1.0799999999981085,1.04399999999805,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,1.053766944271047
2025-06-10 21:51:00,1.07,43.47,93.33,0.899,18007.913420470788,51.74190571405706,-1.0310000000026776,1.0169999999998254,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,0.3572985329410585
2025-06-10 21:52:00,1.07,44.11,93.33,0.8981,18007.779959158128,51.59904900683095,-1.205999999998312,1.1919999999990978,0.0,0.0,0.0,0.0,1,2.0,200,0,0.0,0.0,0.0,0.0,-0.1334613126600743
2025-06-10 21:53:00,0.91,69.48,90.0,0.8487,18011.917575965355,85.30222050801892,24.235000000000586,25.459999999999127,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,4.13761680722746
2025-06-10 22:18:00,0.91,62.81,90.0,0.9103,18008.89857020099,45.546549771259386,-1.0410000000010768,1.0309999999990396,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-3.0190057643667387
2025-06-10 22:19:00,0.91,62.47,90.0,0.91,18007.110894101486,46.53990680895879,-0.8329999999987194,0.7899999999972351,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.7876760995022778
2025-06-10 22:55:02,0.91,62.07,90.0,0.8999,17998.949758849576,29.293282876063884,-34.39500000000044,0.294000000001688,0.0,0.0,0.0,0.0,0,1.0,100,1,1.0,0.0,0.0,0.0,-8.16113525191031
